system_time,cpu_usage_usr,cpu_usage_sys,cpu_usage_idl,cpu_usage_wai,cpu_usage_hiq,cpu_usage_siq,memory_used,memory_buff,memory_cach,memory_free,load_1m,load_5m,load_15m
2021-08-02 17:21:06,1,0,98,0,0,0,22.8G,616M,317G,414G,0.42,1.27,1.40
2021-08-02 17:21:07,0,1,99,0,0,0,22.8G,616M,317G,414G,0.54,1.28,1.40
2021-08-02 17:21:08,1,1,98,0,0,0,22.9G,616M,317G,414G,0.54,1.28,1.40
2021-08-02 17:21:09,0,1,99,0,0,0,22.9G,616M,317G,414G,0.54,1.28,1.40
2021-08-02 17:21:10,0,1,99,0,0,0,22.9G,616M,317G,414G,0.54,1.28,1.40
2021-08-02 17:21:11,0,1,99,0,0,0,22.9G,616M,317G,414G,0.54,1.28,1.40
2021-08-02 17:21:12,0,1,99,0,0,0,23.1G,616M,317G,413G,0.66,1.29,1.40
2021-08-02 17:21:13,1,0,99,0,0,0,23.6G,616M,317G,413G,0.66,1.29,1.40
2021-08-02 17:21:14,1,0,99,0,0,0,24.0G,616M,317G,413G,0.66,1.29,1.40
2021-08-02 17:21:15,1,0,99,0,0,0,24.8G,616M,317G,412G,0.66,1.29,1.40
2021-08-02 17:21:16,1,0,99,0,0,0,25.0G,616M,317G,412G,0.66,1.29,1.40
2021-08-02 17:21:17,1,0,99,0,0,0,25.0G,616M,317G,412G,0.69,1.29,1.40
2021-08-02 17:21:18,1,0,99,0,0,0,25.1G,616M,317G,411G,0.69,1.29,1.40
2021-08-02 17:21:19,1,0,99,0,0,0,25.2G,616M,317G,411G,0.69,1.29,1.40
2021-08-02 17:21:20,9,1,90,0,0,0,25.5G,616M,317G,411G,0.69,1.29,1.40
2021-08-02 17:21:21,5,1,94,0,0,0,26.0G,616M,318G,410G,0.69,1.29,1.40
2021-08-02 17:21:22,2,1,97,0,0,0,26.3G,616M,319G,409G,0.87,1.32,1.41
2021-08-02 17:21:23,1,0,99,0,0,0,26.7G,616M,319G,409G,0.87,1.32,1.41
2021-08-02 17:21:24,0,0,99,0,0,0,26.8G,616M,319G,409G,0.87,1.32,1.41
2021-08-02 17:21:25,0,0,100,0,0,0,26.8G,616M,319G,409G,0.87,1.32,1.41
2021-08-02 17:21:26,1,0,99,0,0,0,26.8G,616M,319G,409G,0.87,1.32,1.41
2021-08-02 17:21:27,4,1,95,0,0,0,26.8G,616M,319G,409G,1.04,1.34,1.42
2021-08-02 17:21:28,4,1,95,0,0,0,26.8G,616M,319G,409G,1.04,1.34,1.42
2021-08-02 17:21:29,4,1,95,0,0,0,26.9G,616M,319G,409G,1.04,1.34,1.42
2021-08-02 17:21:30,4,1,95,0,0,0,26.9G,616M,319G,408G,1.04,1.34,1.42
