index, timestamp, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], clocks.current.graphics [MHz], fan.speed [%], utilization.gpu [%], utilization.memory [%], temperature.gpu, pstate, memory.total [MiB], memory.free [MiB], memory.used [MiB]
2, 2021/12/06 10:33:43.464, 53.63 W, 1290 MHz, 877 MHz, 1290 MHz, [N/A], 0 %, 0 %, 33, P0, 32510 MiB, 32510 MiB, 0 MiB
3, 2021/12/06 10:33:43.465, 53.10 W, 1290 MHz, 877 MHz, 1290 MHz, [N/A], 0 %, 0 %, 29, P0, 32510 MiB, 32510 MiB, 0 MiB
4, 2021/12/06 10:33:43.467, 54.53 W, 1290 MHz, 877 MHz, 1290 MHz, [N/A], 0 %, 0 %, 29, P0, 32510 MiB, 32510 MiB, 0 MiB
5, 2021/12/06 10:33:43.469, 55.53 W, 1290 MHz, 877 MHz, 1290 MHz, [N/A], 0 %, 0 %, 33, P0, 32510 MiB, 32510 MiB, 0 MiB
6, 2021/12/06 10:33:43.471, 54.60 W, 1290 MHz, 877 MHz, 1290 MHz, [N/A], 0 %, 0 %, 32, P0, 32510 MiB, 32510 MiB, 0 MiB
7, 2021/12/06 10:33:43.473, 53.07 W, 1290 MHz, 877 MHz, 1290 MHz, [N/A], 0 %, 0 %, 30, P0, 32510 MiB, 32510 MiB, 0 MiB
0, 2021/12/06 10:33:48.475, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 27, P0, 32510 MiB, 32510 MiB, 0 MiB
1, 2021/12/06 10:33:48.477, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 31, P0, 32510 MiB, 32510 MiB, 0 MiB
2, 2021/12/06 10:33:48.479, 41.98 W, 367 MHz, 877 MHz, 367 MHz, [N/A], 0 %, 0 %, 32, P0, 32510 MiB, 32510 MiB, 0 MiB
3, 2021/12/06 10:33:48.481, 40.49 W, 367 MHz, 877 MHz, 367 MHz, [N/A], 0 %, 0 %, 28, P0, 32510 MiB, 32510 MiB, 0 MiB
4, 2021/12/06 10:33:48.483, 42.41 W, 367 MHz, 877 MHz, 367 MHz, [N/A], 0 %, 0 %, 28, P0, 32510 MiB, 32510 MiB, 0 MiB
5, 2021/12/06 10:33:48.485, 42.44 W, 367 MHz, 877 MHz, 367 MHz, [N/A], 0 %, 0 %, 32, P0, 32510 MiB, 32510 MiB, 0 MiB
6, 2021/12/06 10:33:48.487, 54.60 W, 1290 MHz, 877 MHz, 1290 MHz, [N/A], 0 %, 0 %, 32, P0, 32510 MiB, 32510 MiB, 0 MiB
7, 2021/12/06 10:33:48.490, 53.07 W, 1290 MHz, 877 MHz, 1290 MHz, [N/A], 0 %, 0 %, 30, P0, 32510 MiB, 32510 MiB, 0 MiB
0, 2021/12/06 10:33:53.492, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 27, P0, 32510 MiB, 32510 MiB, 0 MiB
1, 2021/12/06 10:33:53.494, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 30, P0, 32510 MiB, 32510 MiB, 0 MiB
2, 2021/12/06 10:33:53.496, 41.49 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 32, P0, 32510 MiB, 32510 MiB, 0 MiB
3, 2021/12/06 10:33:53.498, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 28, P0, 32510 MiB, 32510 MiB, 0 MiB
4, 2021/12/06 10:33:53.500, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 28, P0, 32510 MiB, 32510 MiB, 0 MiB
5, 2021/12/06 10:33:53.502, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 32, P0, 32510 MiB, 32510 MiB, 0 MiB
6, 2021/12/06 10:33:53.503, 42.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 31, P0, 32510 MiB, 32510 MiB, 0 MiB
7, 2021/12/06 10:33:53.505, 40.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 29, P0, 32510 MiB, 32510 MiB, 0 MiB
0, 2021/12/06 10:33:58.508, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 27, P0, 32510 MiB, 32510 MiB, 0 MiB
1, 2021/12/06 10:33:58.509, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 30, P0, 32510 MiB, 32510 MiB, 0 MiB
2, 2021/12/06 10:33:58.511, 41.49 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 32, P0, 32510 MiB, 32510 MiB, 0 MiB
3, 2021/12/06 10:33:58.513, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 28, P0, 32510 MiB, 32510 MiB, 0 MiB
4, 2021/12/06 10:33:58.515, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 28, P0, 32510 MiB, 32510 MiB, 0 MiB
5, 2021/12/06 10:33:58.517, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 32, P0, 32510 MiB, 32510 MiB, 0 MiB
6, 2021/12/06 10:33:58.519, 42.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 31, P0, 32510 MiB, 32510 MiB, 0 MiB
7, 2021/12/06 10:33:58.522, 40.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 29, P0, 32510 MiB, 32510 MiB, 0 MiB
0, 2021/12/06 10:34:03.524, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 27, P0, 32510 MiB, 32510 MiB, 0 MiB
1, 2021/12/06 10:34:03.526, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 30, P0, 32510 MiB, 32510 MiB, 0 MiB
