index, timestamp, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], clocks.current.graphics [MHz], fan.speed [%], utilization.gpu [%], utilization.memory [%], temperature.gpu, pstate,memory_total(MiB),memory_free(MiB),memory_used(MiB)
6, 2022/05/12 14:51:12.589, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:51:12.591, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:51:17.594, 65.21 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],49%,9%,37, P0,32510,29510,3000
1, 2022/05/12 14:51:17.596, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:51:17.598, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:51:17.601, 39.52 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,26, P0,32510,32510,0
4, 2022/05/12 14:51:17.603, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:51:17.605, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:51:17.607, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:51:17.609, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:51:22.612, 148.96 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],62%,15%,38, P0,32510,29510,3000
1, 2022/05/12 14:51:22.614, 39.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:51:22.616, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:51:22.618, 39.49 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:51:22.620, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:51:22.621, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:51:22.623, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:51:22.625, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:51:27.628, 203.33 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],68%,14%,40, P0,32510,29510,3000
1, 2022/05/12 14:51:27.630, 39.93 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:51:27.632, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:51:27.634, 39.49 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:51:27.635, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:51:27.637, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:51:27.639, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:51:27.641, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:51:32.643, 170.06 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],67%,14%,39, P0,32510,29510,3000
1, 2022/05/12 14:51:32.645, 39.93 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:51:32.647, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:51:32.649, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:51:32.651, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:51:32.653, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:51:32.655, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:51:32.657, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:51:37.659, 108.86 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],70%,16%,40, P0,32510,29510,3000
1, 2022/05/12 14:51:37.661, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:51:37.662, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:51:37.665, 39.52 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:51:37.667, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:51:37.669, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:51:37.671, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:51:37.673, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:51:42.676, 129.56 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],64%,16%,39, P0,32510,29510,3000
1, 2022/05/12 14:51:42.678, 39.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:51:42.680, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:51:42.682, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,26, P0,32510,32510,0
4, 2022/05/12 14:51:42.684, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:51:42.686, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:51:42.687, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:51:42.689, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:51:47.691, 65.21 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],0%,0%,37, P0,32510,29510,3000
1, 2022/05/12 14:51:47.694, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:51:47.696, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:51:47.698, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:51:47.700, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:51:47.702, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:51:47.704, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:51:47.706, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:51:52.708, 65.21 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],39%,7%,36, P0,32510,29510,3000
1, 2022/05/12 14:51:52.710, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:51:52.712, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:51:52.714, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:51:52.716, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:51:52.717, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:51:52.720, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:51:52.721, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:51:57.724, 87.01 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],30%,2%,36, P0,32510,29436,3074
1, 2022/05/12 14:51:57.726, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:51:57.728, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:51:57.730, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:51:57.732, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:51:57.736, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:51:57.739, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:51:57.741, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:52:02.743, 88.96 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],36%,4%,35, P0,32510,29436,3074
1, 2022/05/12 14:52:02.745, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:52:02.747, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:52:02.749, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:52:02.751, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:52:02.753, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:52:02.755, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:52:02.757, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:52:07.759, 75.41 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],39%,4%,35, P0,32510,29436,3074
1, 2022/05/12 14:52:07.761, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:52:07.763, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:52:07.765, 39.52 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:52:07.767, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,26, P0,32510,32510,0
5, 2022/05/12 14:52:07.769, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:52:07.770, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:52:07.773, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:52:12.775, 114.12 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],29%,2%,35, P0,32510,29436,3074
1, 2022/05/12 14:52:12.777, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:52:12.779, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:52:12.781, 39.49 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:52:12.784, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:52:12.786, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:52:12.788, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:52:12.791, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:52:17.794, 67.16 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],51%,9%,34, P0,32510,29436,3074
1, 2022/05/12 14:52:17.796, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:52:17.798, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:52:17.799, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:52:17.801, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:52:17.803, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:52:17.805, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:52:17.807, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:52:22.809, 90.41 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],41%,5%,34, P0,32510,29436,3074
1, 2022/05/12 14:52:22.811, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:52:22.813, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:52:22.815, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:52:22.817, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:52:22.819, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:52:22.821, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:52:22.823, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:52:27.825, 148.96 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],48%,8%,34, P0,32510,29436,3074
1, 2022/05/12 14:52:27.827, 39.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:52:27.829, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:52:27.831, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:52:27.833, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:52:27.834, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:52:27.836, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:52:27.838, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:52:32.840, 71.53 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],45%,7%,34, P0,32510,29436,3074
1, 2022/05/12 14:52:32.842, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:52:32.844, 41.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:52:32.846, 39.49 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:52:32.850, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:52:32.854, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:52:32.856, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:52:32.858, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:52:37.860, 115.58 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],43%,6%,34, P0,32510,29436,3074
1, 2022/05/12 14:52:37.862, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:52:37.865, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:52:37.867, 39.52 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:52:37.869, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:52:37.871, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:52:37.873, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:52:37.875, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:52:42.877, 64.73 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],29%,2%,34, P0,32510,29436,3074
1, 2022/05/12 14:52:42.879, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:52:42.881, 41.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:52:42.883, 39.52 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:52:42.885, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:52:42.887, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:52:42.889, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:52:42.891, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:52:47.893, 72.99 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],41%,4%,34, P0,32510,29436,3074
1, 2022/05/12 14:52:47.895, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:52:47.897, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:52:47.899, 39.52 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:52:47.901, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:52:47.903, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:52:47.905, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:52:47.906, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:52:52.909, 63.80 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],40%,4%,33, P0,32510,29436,3074
1, 2022/05/12 14:52:52.911, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:52:52.914, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:52:52.916, 39.52 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:52:52.917, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:52:52.919, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:52:52.921, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:52:52.923, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:52:57.926, 85.07 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],45%,7%,34, P0,32510,29436,3074
1, 2022/05/12 14:52:57.928, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:52:57.930, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:52:57.932, 39.52 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:52:57.934, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:52:57.936, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:52:57.938, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:52:57.940, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:53:02.942, 133.44 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],43%,5%,34, P0,32510,29436,3074
1, 2022/05/12 14:53:02.944, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:53:02.946, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:53:02.948, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:53:02.950, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:53:02.952, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:53:02.954, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:53:02.955, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:53:07.958, 177.44 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],44%,6%,33, P0,32510,29436,3074
1, 2022/05/12 14:53:07.960, 39.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:53:07.962, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:53:07.964, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:53:07.966, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:53:07.968, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:53:07.970, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:53:07.972, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:53:12.974, 99.64 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],44%,6%,34, P0,32510,29436,3074
1, 2022/05/12 14:53:12.976, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:53:12.978, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:53:12.980, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,26, P0,32510,32510,0
4, 2022/05/12 14:53:12.982, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:53:12.984, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:53:12.986, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:53:12.988, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:53:17.990, 64.24 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],47%,8%,33, P0,32510,29436,3074
1, 2022/05/12 14:53:17.992, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:53:17.994, 41.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
