[7l----system---- ----total-cpu-usage---- ------memory-usage----- ---load-avg---
     time     |usr sys idl wai hiq siq| used  buff  cach  free| 1m   5m  15m 
12-05 14:23:28|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.19 2.01 1.36
12-05 14:23:29|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.19 2.01 1.36
12-05 14:23:30|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.19 2.01 1.36
12-05 14:23:31|  2   1  97   0   0   0|18.3G  102M 3804M  732G|2.17 2.01 1.36
12-05 14:23:32|  3   1  96   0   0   0|18.5G  102M 3804M  732G|2.17 2.01 1.36
12-05 14:23:33|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.17 2.01 1.36
12-05 14:23:34|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.17 2.01 1.36
12-05 14:23:35|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.17 2.01 1.36
12-05 14:23:36|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.16 2.01 1.37
12-05 14:23:37|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.16 2.01 1.37
12-05 14:23:38|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.16 2.01 1.37
12-05 14:23:39|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.16 2.01 1.37
12-05 14:23:40|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.16 2.01 1.37
12-05 14:23:41|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.15 2.01 1.37
12-05 14:23:42|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.15 2.01 1.37
12-05 14:23:43|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.15 2.01 1.37
12-05 14:23:44|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.15 2.01 1.37
12-05 14:23:45|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.15 2.01 1.37
12-05 14:23:46|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.13 2.01 1.37
12-05 14:23:47|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.13 2.01 1.37
12-05 14:23:48|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.13 2.01 1.37
12-05 14:23:49|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.13 2.01 1.37
12-05 14:23:50|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.13 2.01 1.37
12-05 14:23:51|  2   1  97   0   0   0|18.5G  102M 3805M  732G|2.12 2.01 1.38
12-05 14:23:52|  2   0  97   0   0   0|18.5G  102M 3806M  732G|2.12 2.01 1.38
12-05 14:23:53|  2   0  97   0   0   0|18.5G  102M 3807M  732G|2.12 2.01 1.38
12-05 14:23:54|  2   0  97   0   0   0|18.5G  102M 3807M  732G|2.12 2.01 1.38
12-05 14:23:55|  3   0  97   0   0   0|18.5G  102M 3807M  732G|2.12 2.01 1.38
12-05 14:23:56|  2   0  97   1   0   0|18.5G  102M 3805M  732G|2.19 2.02 1.39
12-05 14:23:57|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.19 2.02 1.39
12-05 14:23:58|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.19 2.02 1.39
12-05 14:23:59|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.19 2.02 1.39
12-05 14:24:00|  2   1  97   0   0   0|18.5G  102M 3805M  732G|2.19 2.02 1.39
12-05 14:24:01|  3   1  96   0   0   0|18.5G  102M 3805M  732G|2.18 2.02 1.39
12-05 14:24:02|  2   1  97   0   0   0|18.5G  102M 3805M  732G|2.18 2.02 1.39
12-05 14:24:03|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.18 2.02 1.39
12-05 14:24:04|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.18 2.02 1.39
12-05 14:24:05|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.18 2.02 1.39
12-05 14:24:06|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.16 2.02 1.39
12-05 14:24:07|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.16 2.02 1.39
12-05 14:24:08|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.16 2.02 1.39
12-05 14:24:09|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.16 2.02 1.39
12-05 14:24:10|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.16 2.02 1.39
12-05 14:24:11|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.15 2.02 1.40
12-05 14:24:12|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.15 2.02 1.40
12-05 14:24:13|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.15 2.02 1.40
12-05 14:24:14|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.15 2.02 1.40
12-05 14:24:15|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.15 2.02 1.40
12-05 14:24:16|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.06 2.00 1.39
12-05 14:24:17|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.06 2.00 1.39
12-05 14:24:18|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.06 2.00 1.39
12-05 14:24:19|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.06 2.00 1.39
12-05 14:24:20|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.06 2.00 1.39
12-05 14:24:21|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.05 2.00 1.40
12-05 14:24:22|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.05 2.00 1.40
12-05 14:24:23|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.05 2.00 1.40
12-05 14:24:24|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.05 2.00 1.40
12-05 14:24:25|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.05 2.00 1.40
12-05 14:24:26|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.05 2.00 1.40
12-05 14:24:27|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.05 2.00 1.40
12-05 14:24:28|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.05 2.00 1.40
12-05 14:24:29|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.05 2.00 1.40
12-05 14:24:30|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.05 2.00 1.40
12-05 14:24:31|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.05 2.00 1.40
12-05 14:24:32|  2   0  97   0   0   0|18.5G  102M 3804M  732G|2.05 2.00 1.40
12-05 14:24:33|  2   1  96   1   0   0|18.5G  102M 3806M  732G|2.05 2.00 1.40
12-05 14:24:34|  2   0  97   0   0   0|18.5G  102M 3806M  732G|2.05 2.00 1.40
12-05 14:24:35|  2   0  97   0   0   0|18.5G  102M 3806M  732G|2.05 2.00 1.40
12-05 14:24:36|  2   1  97   0   0   0|18.5G  102M 3806M  732G|2.04 2.00 1.41
12-05 14:24:37|  2   0  97   0   0   0|18.5G  102M 3806M  732G|2.04 2.00 1.41
12-05 14:24:38|  2   1  97   0   0   0|18.5G  102M 3806M  732G|2.04 2.00 1.41
12-05 14:24:39|  2   0  97   0   0   0|18.5G  102M 3806M  732G|2.04 2.00 1.41
12-05 14:24:40|  2   0  97   0   0   0|18.5G  102M 3806M  732G|2.04 2.00 1.41
12-05 14:24:41|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.12 2.02 1.42
12-05 14:24:42|  2   1  97   0   0   0|18.5G  102M 3805M  732G|2.12 2.02 1.42
12-05 14:24:43|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.12 2.02 1.42
12-05 14:24:44|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.12 2.02 1.42
12-05 14:24:45|  2   1  97   0   0   0|18.5G  102M 3805M  732G|2.12 2.02 1.42
12-05 14:24:46|  2   1  97   0   0   0|18.5G  102M 3805M  732G|2.19 2.04 1.42
12-05 14:24:47|  2   1  97   0   0   0|18.5G  102M 3805M  732G|2.19 2.04 1.42
12-05 14:24:48|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.19 2.04 1.42
12-05 14:24:49|  2   1  97   0   0   0|18.5G  102M 3805M  732G|2.19 2.04 1.42
12-05 14:24:50|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.19 2.04 1.42
12-05 14:24:51|  2   1  97   0   0   0|18.5G  102M 3805M  732G|2.25 2.05 1.43
12-05 14:24:52|  2   1  97   0   0   0|18.5G  102M 3805M  732G|2.25 2.05 1.43
12-05 14:24:53|  2   1  97   0   0   0|18.5G  102M 3805M  732G|2.25 2.05 1.43
12-05 14:24:54|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.25 2.05 1.43
12-05 14:24:55|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.25 2.05 1.43
12-05 14:24:56|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.23 2.05 1.44
12-05 14:24:57|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.23 2.05 1.44
12-05 14:24:58|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.23 2.05 1.44
12-05 14:24:59|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.23 2.05 1.44
12-05 14:25:00|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.23 2.05 1.44
12-05 14:25:01|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.22 2.05 1.44
12-05 14:25:02|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.22 2.05 1.44
12-05 14:25:03|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.22 2.05 1.44
12-05 14:25:04|  2   1  97   0   0   0|18.5G  102M 3805M  732G|2.22 2.05 1.44
12-05 14:25:05|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.22 2.05 1.44
12-05 14:25:06|  2   1  97   0   0   0|18.3G  102M 3805M  732G|2.28 2.07 1.45
12-05 14:25:07|  3   1  96   0   0   0|18.5G  102M 3804M  732G|2.28 2.07 1.45
12-05 14:25:08|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.28 2.07 1.45
12-05 14:25:09|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.28 2.07 1.45
12-05 14:25:10|  2   0  97   1   0   0|18.5G  102M 3805M  732G|2.28 2.07 1.45
12-05 14:25:11|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.26 2.07 1.45
12-05 14:25:12|  2   1  97   0   0   0|18.5G  102M 3805M  732G|2.26 2.07 1.45
12-05 14:25:13|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.26 2.07 1.45
12-05 14:25:14|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.26 2.07 1.45
12-05 14:25:15|  2   1  97   0   0   0|18.5G  102M 3805M  732G|2.26 2.07 1.45
12-05 14:25:16|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.24 2.06 1.45
12-05 14:25:17|  2   1  97   0   0   0|18.5G  102M 3805M  732G|2.24 2.06 1.45
12-05 14:25:18|  2   1  97   0   0   0|18.5G  102M 3805M  732G|2.24 2.06 1.45
12-05 14:25:19|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.24 2.06 1.45
12-05 14:25:20|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.24 2.06 1.45
12-05 14:25:21|  2   1  97   0   0   0|18.5G  102M 3804M  732G|2.22 2.06 1.46
12-05 14:25:22|  2   1  97   0   0   0|18.5G  102M 3805M  732G|2.22 2.06 1.46
12-05 14:25:23|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.22 2.06 1.46
12-05 14:25:24|  2   1  97   0   0   0|18.5G  102M 3805M  732G|2.22 2.06 1.46
12-05 14:25:25|  2   1  97   0   0   0|18.5G  102M 3805M  732G|2.22 2.06 1.46
12-05 14:25:26|  2   0  97   0   0   0|18.5G  102M 3807M  732G|2.20 2.06 1.46
12-05 14:25:27|  2   1  97   0   0   0|18.5G  102M 3805M  732G|2.20 2.06 1.46
12-05 14:25:28|  2   1  97   0   0   0|18.5G  102M 3805M  732G|2.20 2.06 1.46
12-05 14:25:29|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.20 2.06 1.46
12-05 14:25:30|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.20 2.06 1.46
12-05 14:25:31|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.26 2.08 1.47
12-05 14:25:32|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.26 2.08 1.47
12-05 14:25:33|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.26 2.08 1.47
12-05 14:25:34|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.26 2.08 1.47
12-05 14:25:35|  2   1  97   0   0   0|18.5G  102M 3805M  732G|2.26 2.08 1.47
12-05 14:25:36|  2   0  97   0   0   0|18.5G  102M 3805M  732G|2.24 2.08 1.47
12-05 14:25:37|  2   1  97   0   0   0|18.5G  102M 3827M  732G|2.24 2.08 1.47
12-05 14:25:38|  6   1  94   0   0   0|18.8G  102M 3828M  732G|2.24 2.08 1.47
12-05 14:25:39|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.24 2.08 1.47
12-05 14:25:40|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.24 2.08 1.47
12-05 14:25:41|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.14 2.06 1.47
12-05 14:25:42|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.14 2.06 1.47
12-05 14:25:43|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.14 2.06 1.47
12-05 14:25:44|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.14 2.06 1.47
12-05 14:25:45|  3   0  96   0   0   0|18.8G  102M 3827M  732G|2.14 2.06 1.47
12-05 14:25:46|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.13 2.06 1.47
12-05 14:25:47|  3   0  96   1   0   0|18.8G  102M 3827M  732G|2.13 2.06 1.47
12-05 14:25:48|  3   1  96   0   0   0|18.8G  102M 3827M  732G|2.13 2.06 1.47
12-05 14:25:49|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.13 2.06 1.47
12-05 14:25:50|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.13 2.06 1.47
12-05 14:25:51|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.12 2.06 1.47
12-05 14:25:52|  3   1  97   0   0   0|18.8G  102M 3828M  732G|2.12 2.06 1.47
12-05 14:25:53|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.12 2.06 1.47
12-05 14:25:54|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.12 2.06 1.47
12-05 14:25:55|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.12 2.06 1.47
12-05 14:25:56|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.11 2.06 1.48
12-05 14:25:57|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.11 2.06 1.48
12-05 14:25:58|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.11 2.06 1.48
12-05 14:25:59|  3   0  96   0   0   0|18.8G  102M 3828M  732G|2.11 2.06 1.48
12-05 14:26:00|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.11 2.06 1.48
12-05 14:26:01|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.10 2.05 1.48
12-05 14:26:02|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.10 2.05 1.48
12-05 14:26:03|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.10 2.05 1.48
12-05 14:26:04|  3   0  96   0   0   0|18.8G  102M 3828M  732G|2.10 2.05 1.48
12-05 14:26:05|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.10 2.05 1.48
12-05 14:26:06|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.17 2.07 1.49
12-05 14:26:07|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.17 2.07 1.49
12-05 14:26:08|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.17 2.07 1.49
12-05 14:26:09|  3   0  96   0   0   0|18.8G  102M 3827M  732G|2.17 2.07 1.49
12-05 14:26:10|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.17 2.07 1.49
12-05 14:26:11|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.32 2.10 1.50
12-05 14:26:12|  3   1  97   0   0   0|18.8G  102M 3828M  732G|2.32 2.10 1.50
12-05 14:26:13|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.32 2.10 1.50
12-05 14:26:14|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.32 2.10 1.50
12-05 14:26:15|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.32 2.10 1.50
12-05 14:26:16|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.37 2.12 1.51
12-05 14:26:17|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.37 2.12 1.51
12-05 14:26:18|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.37 2.12 1.51
12-05 14:26:19|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.37 2.12 1.51
12-05 14:26:20|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.37 2.12 1.51
12-05 14:26:21|  3   1  97   0   0   0|18.8G  102M 3828M  732G|2.42 2.13 1.52
12-05 14:26:22|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.42 2.13 1.52
12-05 14:26:23|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.42 2.13 1.52
12-05 14:26:24|  3   0  96   0   0   0|18.8G  102M 3828M  732G|2.42 2.13 1.52
12-05 14:26:25|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.42 2.13 1.52
12-05 14:26:26|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.39 2.13 1.52
12-05 14:26:27|  3   1  97   0   0   0|18.8G  102M 3827M  732G|2.39 2.13 1.52
12-05 14:26:28|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.39 2.13 1.52
12-05 14:26:29|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.39 2.13 1.52
12-05 14:26:30|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.39 2.13 1.52
12-05 14:26:31|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.36 2.13 1.52
12-05 14:26:32|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.36 2.13 1.52
12-05 14:26:33|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.36 2.13 1.52
12-05 14:26:34|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.36 2.13 1.52
12-05 14:26:35|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.36 2.13 1.52
12-05 14:26:36|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.33 2.13 1.52
12-05 14:26:37|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.33 2.13 1.52
12-05 14:26:38|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.33 2.13 1.52
12-05 14:26:39|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.33 2.13 1.52
12-05 14:26:40|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.33 2.13 1.52
12-05 14:26:41|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.30 2.12 1.53
12-05 14:26:42|  3   0  96   0   0   0|18.8G  102M 3827M  732G|2.30 2.12 1.53
12-05 14:26:43|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.30 2.12 1.53
12-05 14:26:44|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.30 2.12 1.53
12-05 14:26:45|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.30 2.12 1.53
12-05 14:26:46|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.28 2.12 1.53
12-05 14:26:47|  3   0  96   0   0   0|18.8G  102M 3827M  732G|2.28 2.12 1.53
12-05 14:26:48|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.28 2.12 1.53
12-05 14:26:49|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.28 2.12 1.53
12-05 14:26:50|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.28 2.12 1.53
12-05 14:26:51|  2   0  97   0   0   0|18.8G  102M 3828M  732G|2.34 2.14 1.54
12-05 14:26:52|  2   0  97   0   0   0|18.8G  102M 3828M  732G|2.34 2.14 1.54
12-05 14:26:53|  2   0  97   0   0   0|18.8G  102M 3828M  732G|2.34 2.14 1.54
12-05 14:26:54|  2   0  97   0   0   0|18.8G  102M 3828M  732G|2.34 2.14 1.54
12-05 14:26:55|  2   0  97   0   0   0|18.8G  102M 3828M  732G|2.34 2.14 1.54
12-05 14:26:56|  2   0  97   0   0   0|18.8G  102M 3828M  732G|2.39 2.15 1.54
12-05 14:26:57|  2   1  97   0   0   0|18.4G  102M 3828M  732G|2.39 2.15 1.54
12-05 14:26:58|  6   1  94   0   0   0|18.7G  102M 3826M  732G|2.39 2.15 1.54
12-05 14:26:59|  3   0  97   0   0   0|18.7G  102M 3826M  732G|2.39 2.15 1.54
12-05 14:27:00|  3   0  97   0   0   0|18.7G  102M 3828M  732G|2.39 2.15 1.54
12-05 14:27:01|  3   0  97   0   0   0|18.7G  102M 3828M  732G|2.52 2.18 1.56
12-05 14:27:02|  3   0  96   0   0   0|18.7G  102M 3827M  732G|2.52 2.18 1.56
12-05 14:27:03|  3   0  96   1   0   0|18.7G  102M 3828M  732G|2.52 2.18 1.56
12-05 14:27:04|  3   1  97   0   0   0|18.7G  102M 3827M  732G|2.52 2.18 1.56
12-05 14:27:05|  3   0  97   0   0   0|18.7G  102M 3828M  732G|2.52 2.18 1.56
12-05 14:27:06|  3   0  97   0   0   0|18.7G  102M 3828M  732G|2.48 2.18 1.56
12-05 14:27:07|  3   1  96   0   0   0|18.7G  102M 3827M  732G|2.48 2.18 1.56
12-05 14:27:08|  3   0  97   0   0   0|18.7G  102M 3828M  732G|2.48 2.18 1.56
12-05 14:27:09|  3   0  97   0   0   0|18.7G  102M 3828M  732G|2.48 2.18 1.56
12-05 14:27:10|  3   0  97   0   0   0|18.7G  102M 3828M  732G|2.48 2.18 1.56
12-05 14:27:11|  3   0  97   0   0   0|18.7G  102M 3828M  732G|2.44 2.18 1.56
12-05 14:27:12|  3   0  96   0   0   0|18.7G  102M 3828M  732G|2.44 2.18 1.56
12-05 14:27:13|  3   0  97   0   0   0|18.7G  102M 3828M  732G|2.44 2.18 1.56
12-05 14:27:14|  3   0  97   0   0   0|18.7G  102M 3828M  732G|2.44 2.18 1.56
12-05 14:27:15|  3   0  97   0   0   0|18.7G  102M 3828M  732G|2.44 2.18 1.56
12-05 14:27:16|  3   0  97   0   0   0|18.7G  102M 3827M  732G|2.40 2.17 1.56
12-05 14:27:17|  3   0  96   0   0   0|18.7G  102M 3828M  732G|2.40 2.17 1.56
12-05 14:27:18|  3   1  97   0   0   0|18.7G  102M 3828M  732G|2.40 2.17 1.56
12-05 14:27:19|  3   0  97   0   0   0|18.7G  102M 3828M  732G|2.40 2.17 1.56
12-05 14:27:20|  3   1  97   0   0   0|18.7G  102M 3828M  732G|2.40 2.17 1.56
12-05 14:27:21|  3   0  97   0   0   0|18.7G  102M 3828M  732G|2.37 2.17 1.57
12-05 14:27:22|  3   0  97   0   0   0|18.7G  102M 3827M  732G|2.37 2.17 1.57
12-05 14:27:23|  3   0  97   0   0   0|18.7G  102M 3827M  732G|2.37 2.17 1.57
12-05 14:27:24|  3   0  97   0   0   0|18.7G  102M 3828M  732G|2.37 2.17 1.57
12-05 14:27:25|  3   0  97   0   0   0|18.7G  102M 3828M  732G|2.37 2.17 1.57
12-05 14:27:26|  3   0  97   0   0   0|18.7G  102M 3828M  732G|2.34 2.17 1.57
12-05 14:27:27|  3   0  97   0   0   0|18.7G  102M 3828M  732G|2.34 2.17 1.57
12-05 14:27:28|  3   1  97   0   0   0|18.7G  102M 3828M  732G|2.34 2.17 1.57
12-05 14:27:29|  3   0  97   0   0   0|18.7G  102M 3828M  732G|2.34 2.17 1.57
12-05 14:27:30|  3   0  97   0   0   0|18.7G  102M 3828M  732G|2.34 2.17 1.57
12-05 14:27:31|  3   0  97   0   0   0|18.7G  102M 3828M  732G|2.40 2.18 1.58
12-05 14:27:32|  3   0  97   0   0   0|18.7G  102M 3828M  732G|2.40 2.18 1.58
12-05 14:27:33|  3   0  96   0   0   0|18.7G  102M 3828M  732G|2.40 2.18 1.58
12-05 14:27:34|  3   0  97   0   0   0|18.7G  102M 3827M  732G|2.40 2.18 1.58
12-05 14:27:35|  3   0  97   0   0   0|18.7G  102M 3827M  732G|2.40 2.18 1.58
12-05 14:27:36|  3   0  97   0   0   0|18.7G  102M 3827M  732G|2.36 2.18 1.58
12-05 14:27:37|  3   0  97   0   0   0|18.7G  102M 3828M  732G|2.36 2.18 1.58
12-05 14:27:38|  3   0  97   0   0   0|18.7G  102M 3828M  732G|2.36 2.18 1.58
12-05 14:27:39|  3   0  97   0   0   0|18.7G  102M 3828M  732G|2.36 2.18 1.58
12-05 14:27:40|  3   0  97   0   0   0|18.7G  102M 3828M  732G|2.36 2.18 1.58
12-05 14:27:41|  3   0  96   1   0   0|18.8G  102M 3828M  732G|2.49 2.21 1.59
12-05 14:27:42|  3   1  96   0   0   0|18.8G  102M 3827M  732G|2.49 2.21 1.59
12-05 14:27:43|  3   1  97   0   0   0|18.8G  102M 3827M  732G|2.49 2.21 1.59
12-05 14:27:44|  3   0  97   0   0   0|18.8G  102M 3827M  732G|2.49 2.21 1.59
12-05 14:27:45|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.49 2.21 1.59
12-05 14:27:46|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.29 2.17 1.58
12-05 14:27:47|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.29 2.17 1.58
12-05 14:27:48|  3   1  97   0   0   0|18.8G  102M 3828M  732G|2.29 2.17 1.58
12-05 14:27:49|  3   1  97   0   0   0|18.8G  102M 3828M  732G|2.29 2.17 1.58
12-05 14:27:50|  3   9  87   0   0   0|18.8G  102M 3828M  732G|2.29 2.17 1.58
12-05 14:27:51|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.27 2.17 1.59
12-05 14:27:52|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.27 2.17 1.59
12-05 14:27:53|  3   1  96   0   0   0|18.8G  102M 3828M  732G|2.27 2.17 1.59
12-05 14:27:54|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.27 2.17 1.59
12-05 14:27:55|  3   1  97   0   0   0|18.8G  102M 3827M  732G|2.27 2.17 1.59
12-05 14:27:56|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.33 2.18 1.59
12-05 14:27:57|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.33 2.18 1.59
12-05 14:27:58|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.33 2.18 1.59
12-05 14:27:59|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.33 2.18 1.59
12-05 14:28:00|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.33 2.18 1.59
12-05 14:28:01|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.30 2.18 1.60
12-05 14:28:02|  3   0  97   0   0   0|18.8G  102M 3828M  732G|2.30 2.18 1.60
12-05 14:28:03|  3   1  97   0   0   0|18.8G  102M 3828M  732G|2.30 2.18 1.60
12-05 14:28:04|  3   0  97   0   0   0|18.9G  102M 3828M  732G|2.30 2.18 1.60
12-05 14:28:05|  3   0  97   0   0   0|18.9G  102M 3828M  732G|2.30 2.18 1.60
