system_time,cpu_usage_usr,cpu_usage_sys,cpu_usage_idl,cpu_usage_wai,cpu_usage_hiq,cpu_usage_siq,memory_used,memory_buff,memory_cach,memory_free,load_1m,load_5m,load_15m
2021-08-02 20:55:01,2,0,97,0,0,0,22.8G,614M,317G,414G,0.47,2.74,3.44
2021-08-02 20:55:02,0,1,98,0,0,0,22.9G,614M,317G,414G,0.47,2.74,3.44
2021-08-02 20:55:03,0,1,98,0,0,0,22.9G,614M,317G,414G,0.47,2.74,3.44
2021-08-02 20:55:04,0,1,99,0,0,0,22.9G,614M,317G,414G,0.47,2.74,3.44
2021-08-02 20:55:05,0,1,99,0,0,0,22.9G,614M,317G,414G,0.83,2.77,3.44
2021-08-02 20:55:06,0,1,99,0,0,0,22.9G,614M,317G,414G,0.83,2.77,3.44
2021-08-02 20:55:07,0,1,99,0,0,0,23.2G,614M,317G,413G,0.83,2.77,3.44
2021-08-02 20:55:08,1,0,99,0,0,0,23.7G,614M,317G,413G,0.83,2.77,3.44
2021-08-02 20:55:09,1,0,99,0,0,0,24.0G,614M,317G,413G,0.83,2.77,3.44
2021-08-02 20:55:10,1,0,99,0,0,0,24.9G,614M,317G,412G,0.85,2.74,3.43
2021-08-02 20:55:11,1,0,98,0,0,0,25.1G,614M,317G,412G,0.85,2.74,3.43
2021-08-02 20:55:12,1,0,99,0,0,0,25.1G,614M,317G,412G,0.85,2.74,3.43
2021-08-02 20:55:13,1,0,99,0,0,0,25.2G,614M,317G,411G,0.85,2.74,3.43
2021-08-02 20:55:14,1,0,99,0,0,0,25.2G,614M,317G,411G,0.85,2.74,3.43
2021-08-02 20:55:15,9,0,90,0,0,0,25.5G,614M,317G,411G,0.86,2.72,3.42
2021-08-02 20:55:16,5,1,94,0,0,0,26.3G,614M,318G,410G,0.86,2.72,3.42
2021-08-02 20:55:17,2,1,97,0,0,0,26.6G,614M,319G,409G,0.86,2.72,3.42
2021-08-02 20:55:18,1,0,99,0,0,0,27.0G,614M,319G,408G,0.86,2.72,3.42
2021-08-02 20:55:19,1,0,99,0,0,0,27.2G,614M,319G,408G,0.86,2.72,3.42
