index, timestamp, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], clocks.current.graphics [MHz], fan.speed [%], utilization.gpu [%], utilization.memory [%], temperature.gpu, pstate, memory.total [MiB], memory.free [MiB], memory.used [MiB]
7, 2022/01/06 11:15:26.015, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 28, P0, 32510 MiB, 32507 MiB, 3 MiB
0, 2022/01/06 11:15:31.017, 176.47 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A], 83 %, 41 %, 47, P0, 32510 MiB, 30530 MiB, 1980 MiB
1, 2022/01/06 11:15:31.019, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 33, P0, 32510 MiB, 32507 MiB, 3 MiB
2, 2022/01/06 11:15:31.021, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 30, P0, 32510 MiB, 32507 MiB, 3 MiB
3, 2022/01/06 11:15:31.023, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 27, P0, 32510 MiB, 32507 MiB, 3 MiB
4, 2022/01/06 11:15:31.025, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 27, P0, 32510 MiB, 32507 MiB, 3 MiB
5, 2022/01/06 11:15:31.027, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 30, P0, 32510 MiB, 32507 MiB, 3 MiB
6, 2022/01/06 11:15:31.028, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 29, P0, 32510 MiB, 32507 MiB, 3 MiB
7, 2022/01/06 11:15:31.030, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 28, P0, 32510 MiB, 32507 MiB, 3 MiB
0, 2022/01/06 11:15:36.033, 181.68 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A], 83 %, 40 %, 46, P0, 32510 MiB, 30530 MiB, 1980 MiB
1, 2022/01/06 11:15:36.034, 40.41 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 33, P0, 32510 MiB, 32507 MiB, 3 MiB
2, 2022/01/06 11:15:36.036, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 30, P0, 32510 MiB, 32507 MiB, 3 MiB
3, 2022/01/06 11:15:36.038, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 27, P0, 32510 MiB, 32507 MiB, 3 MiB
4, 2022/01/06 11:15:36.040, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 27, P0, 32510 MiB, 32507 MiB, 3 MiB
5, 2022/01/06 11:15:36.042, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 30, P0, 32510 MiB, 32507 MiB, 3 MiB
6, 2022/01/06 11:15:36.044, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 29, P0, 32510 MiB, 32507 MiB, 3 MiB
7, 2022/01/06 11:15:36.046, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 28, P0, 32510 MiB, 32507 MiB, 3 MiB
0, 2022/01/06 11:15:41.048, 193.79 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A], 83 %, 41 %, 47, P0, 32510 MiB, 30530 MiB, 1980 MiB
1, 2022/01/06 11:15:41.050, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 33, P0, 32510 MiB, 32507 MiB, 3 MiB
2, 2022/01/06 11:15:41.052, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 30, P0, 32510 MiB, 32507 MiB, 3 MiB
3, 2022/01/06 11:15:41.053, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 27, P0, 32510 MiB, 32507 MiB, 3 MiB
4, 2022/01/06 11:15:41.055, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 27, P0, 32510 MiB, 32507 MiB, 3 MiB
5, 2022/01/06 11:15:41.057, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 30, P0, 32510 MiB, 32507 MiB, 3 MiB
6, 2022/01/06 11:15:41.059, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 29, P0, 32510 MiB, 32507 MiB, 3 MiB
7, 2022/01/06 11:15:41.061, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 28, P0, 32510 MiB, 32507 MiB, 3 MiB
0, 2022/01/06 11:15:46.063, 185.68 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A], 83 %, 40 %, 47, P0, 32510 MiB, 30530 MiB, 1980 MiB
1, 2022/01/06 11:15:46.065, 40.41 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 33, P0, 32510 MiB, 32507 MiB, 3 MiB
2, 2022/01/06 11:15:46.067, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 30, P0, 32510 MiB, 32507 MiB, 3 MiB
3, 2022/01/06 11:15:46.069, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 27, P0, 32510 MiB, 32507 MiB, 3 MiB
4, 2022/01/06 11:15:46.071, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 27, P0, 32510 MiB, 32507 MiB, 3 MiB
5, 2022/01/06 11:15:46.073, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 30, P0, 32510 MiB, 32507 MiB, 3 MiB
6, 2022/01/06 11:15:46.076, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 29, P0, 32510 MiB, 32507 MiB, 3 MiB
7, 2022/01/06 11:15:46.078, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 28, P0, 32510 MiB, 32507 MiB, 3 MiB
0, 2022/01/06 11:15:51.080, 183.62 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A], 83 %, 41 %, 47, P0, 32510 MiB, 30530 MiB, 1980 MiB
1, 2022/01/06 11:15:51.082, 40.41 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 33, P0, 32510 MiB, 32507 MiB, 3 MiB
2, 2022/01/06 11:15:51.084, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 30, P0, 32510 MiB, 32507 MiB, 3 MiB
3, 2022/01/06 11:15:51.086, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 27, P0, 32510 MiB, 32507 MiB, 3 MiB
4, 2022/01/06 11:15:51.087, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 27, P0, 32510 MiB, 32507 MiB, 3 MiB
5, 2022/01/06 11:15:51.089, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 30, P0, 32510 MiB, 32507 MiB, 3 MiB
6, 2022/01/06 11:15:51.091, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 29, P0, 32510 MiB, 32507 MiB, 3 MiB
